name,url,stars,forks,language,owner,description,pushed_at,created_at,open_issues
odin-tv,https://github.com/ad-on-is/odin-tv,86,5,Dart,ad-on-is,,2025-01-22T10:26:14Z,2024-03-05T16:10:51Z,5
chatgpt_desktop,https://github.com/onlyGuo/chatgpt_desktop,85,18,Dart,onlyGuo,ChatGPT desktop by flutter,2024-11-03T14:39:14Z,2024-02-28T00:27:03Z,0
flutter_riverpod_todo_app,https://github.com/IsaiasCuvula/flutter_riverpod_todo_app,85,23,Dart,IsaiasCuvula,"This is a simple Todo app built using Flutter and Riverpod, go_router and much more ... ",2023-08-15T17:47:10Z,2023-08-03T23:10:02Z,0
fitness_workout_app_flutter_3_ui,https://github.com/codeforany/fitness_workout_app_flutter_3_ui,85,58,Dart,codeforany,"I have create full  Fitness  app UI UX fig file design convent Into flutter mobile app code create. Fitness App UI Kit 3-in-1 fitness tracker. It helps you track your workout, meal, and sleep - making it easy to see your overall progress. ",2024-05-13T09:19:37Z,2023-06-04T05:47:24Z,0
blood-pressure-monitor-fl,https://github.com/derdilla/blood-pressure-monitor-fl,85,16,Dart,derdilla,"A diary app for blood pressure values with customizable export and bluetooth capabilities, build for portability. ",2025-03-17T14:16:05Z,2023-05-01T12:07:58Z,30
Flutter-GetX-MVVM-With-REST-APIs,https://github.com/axiftaj/Flutter-GetX-MVVM-With-REST-APIs,85,14,Dart,axiftaj,,2023-06-02T18:00:55Z,2023-02-11T07:06:39Z,1
flutter_firebase_full_news_app,https://github.com/VB10/flutter_firebase_full_news_app,84,11,Dart,VB10,Flutter Firebase Full App,2023-04-20T21:06:09Z,2023-02-24T02:07:42Z,2
2024,https://github.com/FlutterKaigi/2024,84,20,Dart,FlutterKaigi,FlutterKaigi 2024 Official Project,2025-03-01T11:04:41Z,2024-03-21T10:42:10Z,0
templates,https://github.com/project-idx/templates,83,27,Dart,project-idx,The official library of starter templates for Project IDX,2025-03-20T18:19:37Z,2024-06-28T16:24:08Z,6
wander_animation,https://github.com/faizanje/wander_animation,83,12,Dart,faizanje,,2023-10-12T15:56:23Z,2023-10-12T00:54:44Z,0
flutter_messenger_clean_architecture,https://github.com/shirvanie/flutter_messenger_clean_architecture,83,17,Dart,shirvanie,"Flutter Messenger Clean Architecture with Bloc, Cubit, Provider, RxDart, ObjectBox, SharedPreferences, Retrofit, Dio, GetIt(Dependency Injection) and Test with BlocTest, UnitTest, WidgetTest, IntegrationTest",2023-07-17T19:46:53Z,2023-07-17T19:39:03Z,1
nibbles-ecommerce-food,https://github.com/mo7amedaliEbaid/nibbles-ecommerce-food,82,14,Dart,mo7amedaliEbaid,Ecommerce - Complex UI - Food App - Firebase Firestore /Auth -  FCM  - Bloc Pattern - Qr Code,2025-03-06T01:44:43Z,2023-12-01T08:52:02Z,2
flutter-pipelines,https://github.com/microservicer/flutter-pipelines,82,9,Dart,microservicer,Pipeline repository for Flutter Apps,2024-10-28T12:27:43Z,2023-07-24T08:49:34Z,1
uber_splash_screen,https://github.com/ksokolovskyi/uber_splash_screen,81,22,Dart,ksokolovskyi,Uber Splash Screen,2025-01-15T16:23:41Z,2025-01-15T12:50:20Z,0
flutter_ecommerce_app,https://github.com/AbdQader/flutter_ecommerce_app,81,17,Dart,AbdQader,An E-Commerce App made with Flutter.,2023-07-31T16:41:05Z,2023-07-13T12:12:34Z,0
foodly_ui,https://github.com/abuanwar072/foodly_ui,81,36,Dart,abuanwar072,,2024-09-04T04:00:00Z,2023-06-06T11:54:20Z,0
HiddifyWithPanels,https://github.com/V2hiddify/HiddifyWithPanels,81,75,Dart,V2hiddify,,2024-12-20T15:27:58Z,2024-11-04T12:38:30Z,0
